Time resolution is 1 ps
[SHAKE256 INPUT] Time: 294415000 | Data: a901bded
[SHAKE256 INPUT] Time: 294435000 | Data: 8c7f100f
[SHAKE256 INPUT] Time: 294455000 | Data: 1cd869b3
[SHAKE256 INPUT] Time: 294475000 | Data: b4f50508
[SHAKE256 INPUT] Time: 294495000 | Data: 17b94ce1
[SHAKE256 INPUT] Time: 294515000 | Data: 97caaf9e
[SHAKE256 INPUT] Time: 294535000 | Data: 216e551a
[SHAKE256 INPUT] Time: 294555000 | Data: b61c9a66
[SHAKE256 INPUT] Time: 294575000 | Data: 77f34818
[SHAKE256 INPUT] Time: 294595000 | Data: e8b2e206
[SHAKE256 INPUT] Time: 294615000 | Data: 5d54ac15
[SHAKE256 INPUT] Time: 294635000 | Data: b2722ba8
[SHAKE256 INPUT] Time: 294655000 | Data: 74caf31c
[SHAKE256 INPUT] Time: 294675000 | Data: b1ef55ff
[SHAKE256 INPUT] Time: 295195000 | Data: 00000440
[SHAKE256 INPUT] Time: 295215000 | Data: 69ffe58b
[SHAKE256 INPUT] Time: 295235000 | Data: ed5a6d35
[SHAKE256 INPUT] Time: 295255000 | Data: 1b212ba6
[SHAKE256 INPUT] Time: 295275000 | Data: d1d9b10b
[SHAKE256 INPUT] Time: 295295000 | Data: 7570af42
[SHAKE256 INPUT] Time: 295315000 | Data: be012dbe
[SHAKE256 INPUT] Time: 295335000 | Data: 1ccea144
[SHAKE256 INPUT] Time: 295355000 | Data: 20f4344b
[SHAKE256 INPUT] Time: 295375000 | Data: bead33f9
[SHAKE256 INPUT] Time: 295395000 | Data: 4f6a8e1d
[SHAKE256 INPUT] Time: 295415000 | Data: e2939d18
[SHAKE256 INPUT] Time: 295435000 | Data: 5584266b
[SHAKE256 INPUT] Time: 295455000 | Data: d88b8dd4
[SHAKE256 INPUT] Time: 295475000 | Data: b9bbfbe6
[SHAKE256 INPUT] Time: 295495000 | Data: 74ab8555
[SHAKE256 INPUT] Time: 295515000 | Data: 46d90fd1
[SHAKE256 INPUT] Time: 295535000 | Data: 9381e749
[SHAKE256 INPUT] Time: 295555000 | Data: 855ed99c
[SHAKE256 INPUT] Time: 295575000 | Data: f343e939
[SHAKE256 INPUT] Time: 295595000 | Data: 5dba78c1
[SHAKE256 INPUT] Time: 295615000 | Data: f285a3aa
[SHAKE256 INPUT] Time: 295635000 | Data: 42b1486e
[SHAKE256 INPUT] Time: 295655000 | Data: ab2053a6
[SHAKE256 INPUT] Time: 295675000 | Data: f2c6dea5
[SHAKE256 INPUT] Time: 295695000 | Data: 663e444f
[SHAKE256 INPUT] Time: 295715000 | Data: 7b5ebd82
[SHAKE256 INPUT] Time: 295735000 | Data: 1d354e39
[SHAKE256 INPUT] Time: 295755000 | Data: 2f5b6912
[SHAKE256 INPUT] Time: 295775000 | Data: 4377b101
[SHAKE256 INPUT] Time: 295795000 | Data: 682324aa
[SHAKE256 INPUT] Time: 295815000 | Data: 5f6214dc
[SHAKE256 INPUT] Time: 295835000 | Data: 44b53300
[SHAKE256 INPUT] Time: 295855000 | Data: 2c6befef
[SHAKE256 INPUT] Time: 295875000 | Data: fc8afca0
[SHAKE256 INPUT] Time: 296395000 | Data: 00000440
[SHAKE256 INPUT] Time: 296415000 | Data: a478f901
[SHAKE256 INPUT] Time: 296435000 | Data: 760c3a57
[SHAKE256 INPUT] Time: 296455000 | Data: e350aad6
[SHAKE256 INPUT] Time: 296475000 | Data: 923db1f2
[SHAKE256 INPUT] Time: 296495000 | Data: 1835e8bc
[SHAKE256 INPUT] Time: 296515000 | Data: e5bdc1dc
[SHAKE256 INPUT] Time: 296535000 | Data: 1b43a4cf
[SHAKE256 INPUT] Time: 296555000 | Data: 4143a675
[SHAKE256 INPUT] Time: 296575000 | Data: 6f828092
[SHAKE256 INPUT] Time: 296595000 | Data: d878b7f1
[SHAKE256 INPUT] Time: 296615000 | Data: 0df8ae2c
[SHAKE256 INPUT] Time: 296635000 | Data: 1b6c6325
[SHAKE256 INPUT] Time: 296655000 | Data: d8bc5ac2
[SHAKE256 INPUT] Time: 296675000 | Data: 5504b000
[SHAKE256 INPUT] Time: 296695000 | Data: e714faa3
[SHAKE256 INPUT] Time: 296715000 | Data: 571804b8
[SHAKE256 INPUT] Time: 296735000 | Data: 5e4d7d8b
[SHAKE256 INPUT] Time: 296755000 | Data: 69c84189
[SHAKE256 INPUT] Time: 296775000 | Data: 57ec425d
[SHAKE256 INPUT] Time: 296795000 | Data: e17c158a
[SHAKE256 INPUT] Time: 296815000 | Data: 598964ef
[SHAKE256 INPUT] Time: 296835000 | Data: efb47e83
[SHAKE256 INPUT] Time: 296855000 | Data: 54d74892
[SHAKE256 INPUT] Time: 296875000 | Data: eb87b294
[SHAKE256 INPUT] Time: 296895000 | Data: bae0e442
[SHAKE256 INPUT] Time: 296915000 | Data: e86ad844
[SHAKE256 INPUT] Time: 296935000 | Data: f9c88df3
[SHAKE256 INPUT] Time: 296955000 | Data: eba31171
[SHAKE256 INPUT] Time: 296975000 | Data: e0aeb0cf
[SHAKE256 INPUT] Time: 296995000 | Data: 6076aec7
[SHAKE256 INPUT] Time: 297015000 | Data: 846ddf84
[SHAKE256 INPUT] Time: 297035000 | Data: 8acb04f9
[SHAKE256 INPUT] Time: 297055000 | Data: b2d5a675
[SHAKE256 INPUT] Time: 297075000 | Data: 97e855dc
[SHAKE256 INPUT] Time: 297595000 | Data: 00000440
[SHAKE256 INPUT] Time: 297615000 | Data: 8d06089f
[SHAKE256 INPUT] Time: 297635000 | Data: 62e4745c
[SHAKE256 INPUT] Time: 297655000 | Data: 4e82bbce
[SHAKE256 INPUT] Time: 297675000 | Data: 643e6682
[SHAKE256 INPUT] Time: 297695000 | Data: 2b54c522
[SHAKE256 INPUT] Time: 297715000 | Data: 6b15ab73
[SHAKE256 INPUT] Time: 297735000 | Data: 27842dea
[SHAKE256 INPUT] Time: 297755000 | Data: 83678c9e
[SHAKE256 INPUT] Time: 297775000 | Data: 6ff60461
[SHAKE256 INPUT] Time: 297795000 | Data: 776103dd
[SHAKE256 INPUT] Time: 297815000 | Data: cc419c31
[SHAKE256 INPUT] Time: 297835000 | Data: 03eaa3de
[SHAKE256 INPUT] Time: 297855000 | Data: 82c61030
[SHAKE256 INPUT] Time: 297875000 | Data: f9f6c609
[SHAKE256 INPUT] Time: 297895000 | Data: 13896144
[SHAKE256 INPUT] Time: 297915000 | Data: 349d94be
[SHAKE256 INPUT] Time: 297935000 | Data: 76d84d8e
[SHAKE256 INPUT] Time: 297955000 | Data: a2d2c816
[SHAKE256 INPUT] Time: 297975000 | Data: aac8b466
[SHAKE256 INPUT] Time: 297995000 | Data: a7e94261
[SHAKE256 INPUT] Time: 298015000 | Data: b676019e
[SHAKE256 INPUT] Time: 298035000 | Data: 2ffd52a1
[SHAKE256 INPUT] Time: 298055000 | Data: 3eba593c
[SHAKE256 INPUT] Time: 298075000 | Data: 36cb6cbe
[SHAKE256 INPUT] Time: 298095000 | Data: 2f512a28
[SHAKE256 INPUT] Time: 298115000 | Data: 13e17ed5
[SHAKE256 INPUT] Time: 298135000 | Data: 3fcc67d9
[SHAKE256 INPUT] Time: 298155000 | Data: fccf2f5e
[SHAKE256 INPUT] Time: 298175000 | Data: 969f0e8c
[SHAKE256 INPUT] Time: 298195000 | Data: 7f51471d
[SHAKE256 INPUT] Time: 298215000 | Data: fc844d09
[SHAKE256 INPUT] Time: 298235000 | Data: 644b5e7d
[SHAKE256 INPUT] Time: 298255000 | Data: d0efb91a
[SHAKE256 INPUT] Time: 298275000 | Data: 60eaab91
[SHAKE256 INPUT] Time: 298795000 | Data: 00000440
[SHAKE256 INPUT] Time: 298815000 | Data: e7557c27
[SHAKE256 INPUT] Time: 298835000 | Data: 42ec15cc
[SHAKE256 INPUT] Time: 298855000 | Data: 2e4cbc6f
[SHAKE256 INPUT] Time: 298875000 | Data: 69278dd0
[SHAKE256 INPUT] Time: 298895000 | Data: 328a1e6c
[SHAKE256 INPUT] Time: 298915000 | Data: ee4a39e2
[SHAKE256 INPUT] Time: 298935000 | Data: d37f8a57
[SHAKE256 INPUT] Time: 298955000 | Data: f9bb847a
[SHAKE256 INPUT] Time: 298975000 | Data: e95dd074
[SHAKE256 INPUT] Time: 298995000 | Data: 883aac17
[SHAKE256 INPUT] Time: 299015000 | Data: 2af6419c
[SHAKE256 INPUT] Time: 299035000 | Data: d39a749b
[SHAKE256 INPUT] Time: 299055000 | Data: 9be5b51a
[SHAKE256 INPUT] Time: 299075000 | Data: 7f4a3487
[SHAKE256 INPUT] Time: 299095000 | Data: 763124e9
[SHAKE256 INPUT] Time: 299115000 | Data: f4303a6b
[SHAKE256 INPUT] Time: 299135000 | Data: f883d746
[SHAKE256 INPUT] Time: 299155000 | Data: 28347d35
[SHAKE256 INPUT] Time: 299175000 | Data: 858dc4ca
[SHAKE256 INPUT] Time: 299195000 | Data: 231066e1
[SHAKE256 INPUT] Time: 299215000 | Data: 181a0665
[SHAKE256 INPUT] Time: 299235000 | Data: dee467ef
[SHAKE256 INPUT] Time: 299255000 | Data: 8da2ad44
[SHAKE256 INPUT] Time: 299275000 | Data: fcdc84ae
[SHAKE256 INPUT] Time: 299295000 | Data: eb8c0b20
[SHAKE256 INPUT] Time: 299315000 | Data: 820535eb
[SHAKE256 INPUT] Time: 299335000 | Data: e409fa0a
[SHAKE256 INPUT] Time: 299355000 | Data: d98d78d3
[SHAKE256 INPUT] Time: 299375000 | Data: ac4ddfb3
[SHAKE256 INPUT] Time: 299395000 | Data: 569fde62
[SHAKE256 INPUT] Time: 299415000 | Data: 25107f57
[SHAKE256 INPUT] Time: 299435000 | Data: 89a49674
[SHAKE256 INPUT] Time: 299455000 | Data: beb719ca
[SHAKE256 INPUT] Time: 299475000 | Data: cb9a761a
[SHAKE256 INPUT] Time: 299995000 | Data: 00000440
[SHAKE256 INPUT] Time: 300015000 | Data: 5c694cce
[SHAKE256 INPUT] Time: 300035000 | Data: e5938251
[SHAKE256 INPUT] Time: 300055000 | Data: fda98a94
[SHAKE256 INPUT] Time: 300075000 | Data: 86c610ff
[SHAKE256 INPUT] Time: 300095000 | Data: c5c02042
[SHAKE256 INPUT] Time: 300115000 | Data: 8dda3a2a
[SHAKE256 INPUT] Time: 300135000 | Data: 9ed0b6f9
[SHAKE256 INPUT] Time: 300155000 | Data: 8216adcf
[SHAKE256 INPUT] Time: 300175000 | Data: 5cef36d9
[SHAKE256 INPUT] Time: 300195000 | Data: 70f6662f
[SHAKE256 INPUT] Time: 300215000 | Data: 24da85c2
[SHAKE256 INPUT] Time: 300235000 | Data: 86ed6fea
[SHAKE256 INPUT] Time: 300255000 | Data: 0f6860e7
[SHAKE256 INPUT] Time: 300275000 | Data: e944d8b0
[SHAKE256 INPUT] Time: 300295000 | Data: 69abf5b4
[SHAKE256 INPUT] Time: 300315000 | Data: a67fa2c3
[SHAKE256 INPUT] Time: 300335000 | Data: 201d0b31
[SHAKE256 INPUT] Time: 300355000 | Data: 01fb9ae6
[SHAKE256 INPUT] Time: 300375000 | Data: 43d99636
[SHAKE256 INPUT] Time: 300395000 | Data: 3e223ec2
[SHAKE256 INPUT] Time: 300415000 | Data: c2b64698
[SHAKE256 INPUT] Time: 300435000 | Data: 1aa67e56
[SHAKE256 INPUT] Time: 300455000 | Data: 75af69eb
[SHAKE256 INPUT] Time: 300475000 | Data: 4b631e91
[SHAKE256 INPUT] Time: 300495000 | Data: 26a543ef
[SHAKE256 INPUT] Time: 300515000 | Data: 5d2844e8
[SHAKE256 INPUT] Time: 300535000 | Data: d4727f6c
[SHAKE256 INPUT] Time: 300555000 | Data: 8f8f773f
[SHAKE256 INPUT] Time: 300575000 | Data: 961edfef
[SHAKE256 INPUT] Time: 300595000 | Data: 19359775
[SHAKE256 INPUT] Time: 300615000 | Data: 0f8db226
[SHAKE256 INPUT] Time: 300635000 | Data: 9f81e94d
[SHAKE256 INPUT] Time: 300655000 | Data: 7a74e1ea
[SHAKE256 INPUT] Time: 300675000 | Data: 9eda1dda
[SHAKE256 INPUT] Time: 301195000 | Data: 00000440
[SHAKE256 INPUT] Time: 301215000 | Data: 14fce444
[SHAKE256 INPUT] Time: 301235000 | Data: c48a455a
[SHAKE256 INPUT] Time: 301255000 | Data: c1645bfd
[SHAKE256 INPUT] Time: 301275000 | Data: 69447ea7
[SHAKE256 INPUT] Time: 301295000 | Data: 6149fa9e
[SHAKE256 INPUT] Time: 301315000 | Data: 03d7d001
[SHAKE256 INPUT] Time: 301335000 | Data: 8758629c
[SHAKE256 INPUT] Time: 301355000 | Data: 4a7018b0
[SHAKE256 INPUT] Time: 301375000 | Data: 4c491dc8
[SHAKE256 INPUT] Time: 301395000 | Data: 43b807bb
[SHAKE256 INPUT] Time: 301415000 | Data: 3e658a54
[SHAKE256 INPUT] Time: 301435000 | Data: 7fd5fecf
[SHAKE256 INPUT] Time: 301455000 | Data: b60ecbf6
[SHAKE256 INPUT] Time: 301475000 | Data: 59b51f0c
[SHAKE256 INPUT] Time: 301495000 | Data: a7f6599f
[SHAKE256 INPUT] Time: 301515000 | Data: 04e50b07
[SHAKE256 INPUT] Time: 301535000 | Data: 51439c11
[SHAKE256 INPUT] Time: 301555000 | Data: a5374b35
[SHAKE256 INPUT] Time: 301575000 | Data: 3ddf691d
[SHAKE256 INPUT] Time: 301595000 | Data: 583d385e
[SHAKE256 INPUT] Time: 301615000 | Data: ac729c6d
[SHAKE256 INPUT] Time: 301635000 | Data: f9a70829
[SHAKE256 INPUT] Time: 301655000 | Data: e69d6246
[SHAKE256 INPUT] Time: 301675000 | Data: 8d038a19
[SHAKE256 INPUT] Time: 301695000 | Data: bd15ac86
[SHAKE256 INPUT] Time: 301715000 | Data: cf1eb8d8
[SHAKE256 INPUT] Time: 301735000 | Data: 83b508b6
[SHAKE256 INPUT] Time: 301755000 | Data: 6814eb5b
[SHAKE256 INPUT] Time: 301775000 | Data: 4f953110
[SHAKE256 INPUT] Time: 301795000 | Data: c77b2c79
[SHAKE256 INPUT] Time: 301815000 | Data: 0cad1e36
[SHAKE256 INPUT] Time: 301835000 | Data: 483a8d5b
[SHAKE256 INPUT] Time: 301855000 | Data: ff567b13
[SHAKE256 INPUT] Time: 301875000 | Data: 5d42cbc1
[SHAKE256 INPUT] Time: 302395000 | Data: 00000440
[SHAKE256 INPUT] Time: 302415000 | Data: cf0f54ed
[SHAKE256 INPUT] Time: 302435000 | Data: 78100a3f
[SHAKE256 INPUT] Time: 302455000 | Data: 7cb61fdd
[SHAKE256 INPUT] Time: 302475000 | Data: 436447a9
[SHAKE256 INPUT] Time: 302495000 | Data: 621d3c6e
[SHAKE256 INPUT] Time: 302515000 | Data: fbf5c05e
[SHAKE256 INPUT] Time: 302535000 | Data: d040d8e4
[SHAKE256 INPUT] Time: 302555000 | Data: 32e38e95
[SHAKE256 INPUT] Time: 302575000 | Data: 6a1c6ee8
[SHAKE256 INPUT] Time: 302595000 | Data: a2f109e4
[SHAKE256 INPUT] Time: 302615000 | Data: d41494f2
[SHAKE256 INPUT] Time: 302635000 | Data: d5cb5909
[SHAKE256 INPUT] Time: 302655000 | Data: dc105c2f
[SHAKE256 INPUT] Time: 302675000 | Data: d5ffdef2
[SHAKE256 INPUT] Time: 302695000 | Data: 72cf7734
[SHAKE256 INPUT] Time: 302715000 | Data: 32cbef78
[SHAKE256 INPUT] Time: 302735000 | Data: 9ff3c3ee
[SHAKE256 INPUT] Time: 302755000 | Data: a9bb6194
[SHAKE256 INPUT] Time: 302775000 | Data: e74c923c
[SHAKE256 INPUT] Time: 302795000 | Data: 2e10d3ef
[SHAKE256 INPUT] Time: 302815000 | Data: e7568cbf
[SHAKE256 INPUT] Time: 302835000 | Data: 93cefbc7
[SHAKE256 INPUT] Time: 302855000 | Data: 428d6007
[SHAKE256 INPUT] Time: 302875000 | Data: 195eeb57
[SHAKE256 INPUT] Time: 302895000 | Data: 02de955d
[SHAKE256 INPUT] Time: 302915000 | Data: 862ebbef
[SHAKE256 INPUT] Time: 302935000 | Data: 6d8b498c
[SHAKE256 INPUT] Time: 302955000 | Data: cf38633c
[SHAKE256 INPUT] Time: 302975000 | Data: 8b672117
[SHAKE256 INPUT] Time: 302995000 | Data: fca9e4dd
[SHAKE256 INPUT] Time: 303015000 | Data: 8acf1701
[SHAKE256 INPUT] Time: 303035000 | Data: 00719bdd
[SHAKE256 INPUT] Time: 303055000 | Data: 020058ec
[SHAKE256 INPUT] Time: 303075000 | Data: 9ed9f32c
[SHAKE256 INPUT] Time: 303595000 | Data: 00000440
[SHAKE256 INPUT] Time: 303615000 | Data: 03b40bba
[SHAKE256 INPUT] Time: 303635000 | Data: 5e824ca0
[SHAKE256 INPUT] Time: 303655000 | Data: ccdf535f
[SHAKE256 INPUT] Time: 303675000 | Data: 039db717
[SHAKE256 INPUT] Time: 303695000 | Data: 9adf840f
[SHAKE256 INPUT] Time: 303715000 | Data: b6a9bd7b
[SHAKE256 INPUT] Time: 303735000 | Data: a61aa8c2
[SHAKE256 INPUT] Time: 303755000 | Data: bc13cfff
[SHAKE256 INPUT] Time: 303775000 | Data: cc25536f
[SHAKE256 INPUT] Time: 303795000 | Data: b3effab8
[SHAKE256 INPUT] Time: 303815000 | Data: f55ebc43
[SHAKE256 INPUT] Time: 303835000 | Data: 65a42c95
[SHAKE256 INPUT] Time: 303855000 | Data: 7be6e661
[SHAKE256 INPUT] Time: 303875000 | Data: 48f6bd2a
[SHAKE256 INPUT] Time: 303895000 | Data: 151143ef
[SHAKE256 INPUT] Time: 303915000 | Data: 5d43b192
[SHAKE256 INPUT] Time: 303935000 | Data: c43001f4
[SHAKE256 INPUT] Time: 303955000 | Data: 61aadb48
[SHAKE256 INPUT] Time: 303975000 | Data: e5edf737
[SHAKE256 INPUT] Time: 303995000 | Data: cb1383af
[SHAKE256 INPUT] Time: 304015000 | Data: e405b2d3
[SHAKE256 INPUT] Time: 304035000 | Data: a19e2ad5
[SHAKE256 INPUT] Time: 304055000 | Data: 4a1dbc69
[SHAKE256 INPUT] Time: 304075000 | Data: 42f63a95
[SHAKE256 INPUT] Time: 304095000 | Data: ed0a995b
[SHAKE256 INPUT] Time: 304115000 | Data: e2dfb50e
[SHAKE256 INPUT] Time: 304135000 | Data: cab0971d
[SHAKE256 INPUT] Time: 304155000 | Data: 6d907113
[SHAKE256 INPUT] Time: 304175000 | Data: 9229be1f
[SHAKE256 INPUT] Time: 304195000 | Data: c082da96
[SHAKE256 INPUT] Time: 304215000 | Data: 37bce492
[SHAKE256 INPUT] Time: 304235000 | Data: ed7d0966
[SHAKE256 INPUT] Time: 304255000 | Data: 74ab424c
[SHAKE256 INPUT] Time: 304275000 | Data: bf9b09e4
[SHAKE256 INPUT] Time: 304795000 | Data: 00000440
[SHAKE256 INPUT] Time: 304815000 | Data: aca7e3ad
[SHAKE256 INPUT] Time: 304835000 | Data: 82e6d69c
[SHAKE256 INPUT] Time: 304855000 | Data: d962efff
[SHAKE256 INPUT] Time: 304875000 | Data: 907a4446
[SHAKE256 INPUT] Time: 304895000 | Data: ecea2b30
[SHAKE256 INPUT] Time: 304915000 | Data: 2364ccae
[SHAKE256 INPUT] Time: 304935000 | Data: 23c4707e
[SHAKE256 INPUT] Time: 304955000 | Data: 5c745367
[SHAKE256 INPUT] Time: 304975000 | Data: f9d51f1c
[SHAKE256 INPUT] Time: 304995000 | Data: ae0ee39e
[SHAKE256 INPUT] Time: 305015000 | Data: 4aac6b34
[SHAKE256 INPUT] Time: 305035000 | Data: 5bb524f9
[SHAKE256 INPUT] Time: 305055000 | Data: 97114b95
[SHAKE256 INPUT] Time: 305075000 | Data: 326b6c53
[SHAKE256 INPUT] Time: 305095000 | Data: 3f8ef44f
[SHAKE256 INPUT] Time: 305115000 | Data: 049beddd
[SHAKE256 INPUT] Time: 305135000 | Data: a7b60398
[SHAKE256 INPUT] Time: 305155000 | Data: ad0a49bb
[SHAKE256 INPUT] Time: 305175000 | Data: 2372e755
[SHAKE256 INPUT] Time: 305195000 | Data: d3358605
[SHAKE256 INPUT] Time: 305215000 | Data: 04294d17
[SHAKE256 INPUT] Time: 305235000 | Data: e93ba0d4
[SHAKE256 INPUT] Time: 305255000 | Data: 074bdd88
[SHAKE256 INPUT] Time: 305275000 | Data: 34cc5577
[SHAKE256 INPUT] Time: 305295000 | Data: d138f822
[SHAKE256 INPUT] Time: 305315000 | Data: 5345485a
[SHAKE256 INPUT] Time: 305335000 | Data: 50542688
[SHAKE256 INPUT] Time: 305355000 | Data: 0e72cc39
[SHAKE256 INPUT] Time: 305375000 | Data: 0adb4aff
[SHAKE256 INPUT] Time: 305395000 | Data: 2f8d2ca9
[SHAKE256 INPUT] Time: 305415000 | Data: cf0f7ea9
[SHAKE256 INPUT] Time: 305435000 | Data: b14b494f
[SHAKE256 INPUT] Time: 305455000 | Data: 1719b078
[SHAKE256 INPUT] Time: 305475000 | Data: b7397a9e
[SHAKE256 INPUT] Time: 305995000 | Data: 00000440
[SHAKE256 INPUT] Time: 306015000 | Data: eeaca3bb
[SHAKE256 INPUT] Time: 306035000 | Data: f127a3a0
[SHAKE256 INPUT] Time: 306055000 | Data: 69714177
[SHAKE256 INPUT] Time: 306075000 | Data: 715d8900
[SHAKE256 INPUT] Time: 306095000 | Data: 74ef85f7
[SHAKE256 INPUT] Time: 306115000 | Data: aa04a497
[SHAKE256 INPUT] Time: 306135000 | Data: 50bade56
[SHAKE256 INPUT] Time: 306155000 | Data: efb056e3
[SHAKE256 INPUT] Time: 306175000 | Data: e4ff1c58
[SHAKE256 INPUT] Time: 306195000 | Data: c889dc4d
[SHAKE256 INPUT] Time: 306215000 | Data: 8b7bd137
[SHAKE256 INPUT] Time: 306235000 | Data: 8e0e866f
[SHAKE256 INPUT] Time: 306255000 | Data: 3a5f6cd2
[SHAKE256 INPUT] Time: 306275000 | Data: de775861
[SHAKE256 INPUT] Time: 306295000 | Data: 1db0d082
[SHAKE256 INPUT] Time: 306315000 | Data: be8dd903
[SHAKE256 INPUT] Time: 306335000 | Data: edb24ce3
[SHAKE256 INPUT] Time: 306355000 | Data: 1871f5c0
[SHAKE256 INPUT] Time: 306375000 | Data: 2f2a1763
[SHAKE256 INPUT] Time: 306395000 | Data: 08b7df58
[SHAKE256 INPUT] Time: 306415000 | Data: 1cb7361b
[SHAKE256 INPUT] Time: 306435000 | Data: 2cc0f54f
[SHAKE256 INPUT] Time: 306455000 | Data: 6c41e5cf
[SHAKE256 INPUT] Time: 306475000 | Data: 6a958ab3
[SHAKE256 INPUT] Time: 306495000 | Data: 8ddeaf04
[SHAKE256 INPUT] Time: 306515000 | Data: 55c3ba41
[SHAKE256 INPUT] Time: 306535000 | Data: eb8805c5
[SHAKE256 INPUT] Time: 306555000 | Data: 79ea4f05
[SHAKE256 INPUT] Time: 306575000 | Data: a9071f99
[SHAKE256 INPUT] Time: 306595000 | Data: 57fcd496
[SHAKE256 INPUT] Time: 306615000 | Data: d0703366
[SHAKE256 INPUT] Time: 306635000 | Data: 0aaa31a5
[SHAKE256 INPUT] Time: 306655000 | Data: f9e959cb
[SHAKE256 INPUT] Time: 306675000 | Data: ad07e333
[SHAKE256 INPUT] Time: 307195000 | Data: 80000290
[SHAKE256 INPUT] Time: 307215000 | Data: f1808f3a
[SHAKE256 INPUT] Time: 307235000 | Data: cd42ac28
[SHAKE256 INPUT] Time: 307255000 | Data: 16c27013
[SHAKE256 INPUT] Time: 307275000 | Data: 4060c387
[SHAKE256 INPUT] Time: 307295000 | Data: 047d5c1d
[SHAKE256 INPUT] Time: 307315000 | Data: 7e9abece
[SHAKE256 INPUT] Time: 307335000 | Data: 342be55c
[SHAKE256 INPUT] Time: 307355000 | Data: 33dcd640
[SHAKE256 INPUT] Time: 307375000 | Data: 68291586
[SHAKE256 INPUT] Time: 307395000 | Data: 4323984a
[SHAKE256 INPUT] Time: 307415000 | Data: 89cef5c1
[SHAKE256 INPUT] Time: 307435000 | Data: a9733091
[SHAKE256 INPUT] Time: 307455000 | Data: ddb152d2
[SHAKE256 INPUT] Time: 307475000 | Data: 9d064c65
[SHAKE256 INPUT] Time: 307495000 | Data: fa773de5
[SHAKE256 INPUT] Time: 307515000 | Data: 56cf6895
[SHAKE256 INPUT] Time: 307535000 | Data: 91a8e67a
[SHAKE256 INPUT] Time: 307555000 | Data: 21ec40e7
[SHAKE256 INPUT] Time: 307575000 | Data: 09a946c4
[SHAKE256 INPUT] Time: 307595000 | Data: dd888ce5
[SHAKE256 INPUT] Time: 307615000 | Data: 000005df
[ENCAP STATE] Time: 308415000 | State changed to: 31
[ENCAP STATE] Time: 308425000 | State changed to: 0
Total Clock Cycles:      30825
$finish called at time : 314925 ns : File "C:/Users/THUAN/Downloads/encap/encap_tb.v" Line 293
